in:WU,in:SHGC,in:InsTh,in:InsLa,in:CSB,in:CSP_R,in:CSP_O,in:HSB,in:HSP_R,in:HSP_O,in:SD,in:NOfS,in:DOASHC,in:RadCoilLowT,in:dTRad,in:RadCtrTh,in:RadSurfType,in:DOAS_SHT,in:DOAS_SLT,out:kgCO2,out:Comf time,out:Condensation,out:HP_SCOP,out:PeakCL,out:PeakHL,img,threeD
1,0.9,5,2,32,28,27,16,18,19,0.1,4,0,18,6,1,0,27,18,19099,76.41,0,3.59,10558,17392,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.7,3,1,33,28,26,16,19,19,0,2,0,21,6,1,0,28,18,22547,75.22,0,3.54,9916,19691,WU1_SHGC0.7_InsTh3_InsLa1_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh3_InsLa1_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.7,2,2,34,28,26,16,19,19,0,4,5,21,6,3,0,28,19,24214,84.55,0,3.45,10028,19305,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.7,3,1,32,28,26,12,19,19,0,2,0,18,6,1,0,28,17,19664,72.66,0,3.64,9916,23405,WU1_SHGC0.7_InsTh3_InsLa1_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.7_InsTh3_InsLa1_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.7,3,2,33,28,26,16,19,19,0.1,4,0,21,6,1,0,27,18,23017,80.58,0,3.52,9193,19905,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,1,33,28,27,16,18,19,0,4,0,21,6,3,0,27,18,22632,79.01,0,3.5,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.7,3,2,32,28,26,12,19,19,0,4,0,18,6,1,0,28,19,19828,75.42,54.5,3.66,9940,23733,WU1_SHGC0.7_InsTh3_InsLa2_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.7,3,2,33,27,26,16,19,19,0,2,0,18,6,1,0,28,19,19540,65.26,26.166667,3.41,9940,19933,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.9,3,2,33,27,27,16,19,19,0,2,0,18,6,1,0,27,19,19622,70.96,26.833333,3.38,13082,19933,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,3,2,33,28,26,16,19,19,0,2,0,18,6,1,0,27,19,19795,70.54,26.333333,3.4,13679,19933,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.7,3,2,33,27,26,16,18,19,0,4,0,21,6,3,0,27,18,23462,79.74,0,3.56,9940,17605,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.9,5,2,33,27,27,16,18,21,0,0,5,21,6,1,0,27,13,27376,76.79,0,3.54,12426,27283,WU3_SHGC0.9_InsTh5_InsLa2_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.9_InsTh5_InsLa2_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.6,5,1,33,28,27,16,18,19,0.1,4,0,23,6,1,0,27,18,24622,70.19,0,3.8,7244,17231,WU1_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,2,1,33,28,27,16,18,19,0.1,4,0,21,6,1,0,27,18,22027,82.21,0,3.6,10623,17901,WU1_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,1,33,27,27,16,19,19,0,4,0,21,3,1,0,27,19,22759,87.02,0,3.59,13046,19146,WU1_SHGC0.9_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.7,3,2,34,28,27,16,19,19,0,4,0,18,6,1,0,28,19,19675,74.78,55,3.6,8632,19933,WU1_SHGC0.7_InsTh3_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.9,5,2,33,28,26,12,18,19,0.1,4,0,21,6,1,0,27,18,22695,73.14,0,3.58,12081,26523,WU1_SHGC0.9_InsTh5_InsLa2_CSB33_CSP_R28_CSP_O26_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB33_CSP_R28_CSP_O26_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,3,2,34,28,26,12,19,19,0,2,0,18,6,1,0,28,19,19940,77.69,26.5,3.66,13679,23733,WU1_SHGC0.9_InsTh3_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.7,3,2,33,27,26,16,19,19,0,4,0,18,6,1,0,27,19,19533,63.69,0,3.41,9940,19933,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.7_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,5,2,32,28,27,16,18,19,0,2,0,18,6,1,0,27,18,19256,77.4,0,3.6,12067,17419,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,3,2,33,27,26,16,19,19,0.1,4,0,18,6,1,0,27,18,19638,66.57,0,3.4,12234,19905,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,2,3,32,28,26,12,19,20,0,4,5,19,6,1,0,28,19,22746,77.37,0,3.78,13749,28406,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT19.json
1,0.7,2,3,34,28,26,12,19,20,0,4,5,21,6,3,0,28,18,25524,79.62,0,3.59,10063,28406,WU1_SHGC0.7_InsTh2_InsLa3_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh2_InsLa3_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
2,0.9,2,2,32,28,26,12,19,19,0,4,5,19,6,1,0,28,17,22782,79.62,0,3.81,13423,30964,WU2_SHGC0.9_InsTh2_InsLa2_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU2_SHGC0.9_InsTh2_InsLa2_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,5,2,33,27,27,16,18,21,0,0,0,23,6,1,0,27,14,28894,82.34,0,3.76,7754,25361,WU1_SHGC0.6_InsTh5_InsLa2_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14_Top.png,WU1_SHGC0.6_InsTh5_InsLa2_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14.json
4,0.9,2,1,32,28,27,16,18,19,0.1,4,5,18,3,1,0,27,18,23937,67.15,22.166667,3.73,9861,20672,WU4_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC5_RadCoilLowT18_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU4_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC5_RadCoilLowT18_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.7,2,2,34,28,26,16,19,19,0,4,5,21,6,3,0,28,18,24791,86.92,0,3.52,9889,19699,WU2_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU2_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.9,5,2,33,28,27,12,18,19,0.1,4,0,21,6,1,0,27,17,22340,83.04,0,3.59,10558,26523,WU1_SHGC0.9_InsTh5_InsLa2_CSB33_CSP_R28_CSP_O27_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB33_CSP_R28_CSP_O27_HSB12_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.9,2,2,33,28,26,13,18,19,0.1,4,0,21,6,1,0,27,18,23829,76.22,0,3.62,12187,27616,WU1_SHGC0.9_InsTh2_InsLa2_CSB33_CSP_R28_CSP_O26_HSB13_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa2_CSB33_CSP_R28_CSP_O26_HSB13_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,3,32,28,27,16,19,20,0,4,5,19,6,1,0,28,18,21203,85.32,0,3.55,12072,22528,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.7,2,2,32,28,26,12,19,19,0,4,5,19,6,1,0,28,18,22064,78.08,0,3.61,10028,25594,WU1_SHGC0.7_InsTh2_InsLa2_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
2,0.9,2,3,34,28,26,12,19,20,0,4,5,21,6,3,0,28,17,26668,76.03,0,3.64,13443,34420,WU2_SHGC0.9_InsTh2_InsLa3_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU2_SHGC0.9_InsTh2_InsLa3_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,3,2,32,27,26,16,19,20,0,0,4,18,6,1,0,28,18,21523,66.67,0,3.48,8678,23016,WU1_SHGC0.6_InsTh3_InsLa2_CSB32_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS0_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.6_InsTh3_InsLa2_CSB32_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS0_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
3,0.9,2,1,33,28,27,16,18,21,0,4,5,23,3,1,0,27,13,31498,80.26,0,3.58,11549,26757,WU3_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.9,2,3,32,28,26,16,19,20,0,2,0,18,6,1,0,28,18,20095,68.53,0,3.47,13749,22657,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.9,3,2,33,27,26,13,19,19,0,4,5,19,6,1,0,27,19,21790,79.1,0,3.71,14531,27789,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB13_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,3,2,33,27,26,16,19,19,0,4,0,21,6,1,0,27,19,22934,68.27,0,3.52,14531,19933,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh3_InsLa2_CSB33_CSP_R27_CSP_O26_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
2,0.7,2,2,34,28,26,12,19,19,0,2,5,18,6,3,0,28,17,23129,65.32,0,3.56,9889,30964,WU2_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU2_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.9,5,3,32,28,26,16,19,20,0,2,5,18,6,1,0,27,18,20984,75.48,0,3.4,13652,22528,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O26_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.6,2,1,33,27,27,16,18,21,0,0,0,23,6,1,0,28,13,32877,54.29,0,3.73,7302,26757,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13.json
1,0.9,5,2,32,28,27,16,18,20,0,2,5,18,6,1,0,28,18,20766,77.72,0,3.67,12067,22291,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
